school,spell_name,type,circle,mana,damage,damage_type,healing,duration,area,cooldown,effect_1,effect_2,effect_3,gameplay,description,class_name
Ice Magic,Spear,damage,3,9,,,,,,,,,,Target enemy and cast to deal  damage.,"Ice Spear - Piercing ice projectile that hits multiple targets Deals heavy cold damage and can pierce through up to 3 enemies in a line Circle: 3rd (9 mana) Reagents: Frostbloom, Winterleaf, Glacier Crystal (Vystia reagents)",IceSpearSpell
Ice Magic,Wall,utility,4,11,,,,,,,,,,Cast to activate spell effect.,"Ice Wall - Creates a barrier of ice Creates a 5-tile long wall that blocks movement Circle: 4th (11 mana) Reagents: Glacier Crystal, Permafrost Essence (Vystia reagents)",IceWallSpell
Illusion,Apocalyptic Nightmare,damage,8,32,,,,,,,Fear,Confusion,,Target enemy and cast to deal  damage.,"Circle: 8 (32 mana) | [Design] Screen-wide, 80-140 psychic damage, mass fear/confusion",IllusionApocalypticNightmareSpell
Illusion,Blur,utility,1,4,,,,30s,,,,,,Cast to activate spell effect.,Circle: 1 (4 mana) | [Design] +10% dodge for 30s,IllusionBlurSpell
Illusion,Charm Beast,charm,3,12,,,,30s,,,,,,Target enemy creature. Subject fights for you temporarily.,Circle: 3 (12 mana) | [Design] Control beast enemy for 30s,IllusionCharmBeastSpell
Illusion,Confuse,utility,2,8,,,,8s,,,,,,Cast to activate spell effect.,Circle: 2 (8 mana) | [Design] Enemy attacks random target for 8s,IllusionConfuseSpell
Illusion,Detect Thoughts,detection,1,4,,,,,,,,,,Cast to reveal hidden enemies or objects in area.,"Circle: 1 (4 mana) | [Design] Read surface thoughts, see intentions",IllusionDetectThoughtsSpell
Illusion,Dominate Mind,charm,6,24,,,,40s,,,,,,Target enemy creature. Subject fights for you temporarily.,Circle: 6 (24 mana) | [Design] Control any non-boss enemy for 40s,IllusionDominateMindSpell
Illusion,Greater Invisibility,damage,3,12,,,,45s,,,,,,Target enemy and cast to deal  damage.,Circle: 3 (12 mana) | [Design] Invisible for 45s (breaks only on damage dealt),IllusionGreaterInvisibilitySpell
Illusion,Illusory Apocalypse,illusion,8,32,,,,,,,,,,Cast on self or target. Creates illusion or grants invisibility.,"Circle: 8 (32 mana) | [Design] Creates massive illusion of destruction, all enemies flee in terror (45s)",IllusionIllusoryApocalypseSpell
Illusion,Illusory Army,damage,5,20,,,,,,,,,,Target enemy and cast to deal  damage.,"Circle: 5 (20 mana) | [Design] Create 5 illusory warriors (250 HP each, 30% damage)",IllusionIllusoryArmySpell
Illusion,Illusory Double,damage,2,8,,,,,,,,,,Target enemy and cast to deal  damage.,"Circle: 2 (8 mana) | [Design] Create 1 weak copy (100 HP, 20% damage)",IllusionIllusoryDoubleSpell
Illusion,Illusory Terrain,aoe_damage,4,16,,,,,,,,,,Cast at location. All enemies in area take damage.,Circle: 4 (16 mana) | [Design] Create fake walls/obstacles (8x8 area),IllusionIllusoryTerrainSpell
Illusion,Invisibility,illusion,2,8,,,,30s,,,,,,Cast on self or target. Creates illusion or grants invisibility.,Circle: 2 (8 mana) | [Design] Become invisible for 30s (breaks on attack/spell),IllusionInvisibilitySpell
Illusion,Legion of Mirrors,utility,6,24,,,,,,,,,,Cast to activate spell effect.,Circle: 6 (24 mana) | [Design] Create 10 illusory copies (300 HP each),IllusionLegionofMirrorsSpell
Illusion,Mass Charm,aoe_damage,6,24,,,,15s,AoE,,Charm,,,Cast at location. All enemies in area take damage.,"Circle: 6 (24 mana) | [Design] 8 tile AoE, charm all enemies for 15s",IllusionMassCharmSpell
Illusion,Mass Confusion,aoe_damage,4,16,,,,10s,AoE,,,,,Cast at location. All enemies in area take damage.,"Circle: 4 (16 mana) | [Design] 5 tile AoE, all enemies confused for 10s",IllusionMassConfusionSpell
Illusion,Master of Puppets,charm,8,32,,,,,,,,,,Target enemy creature. Subject fights for you temporarily.,Circle: 8 (32 mana) | [Design] Control up to 5 enemies simultaneously (30s),IllusionMasterofPuppetsSpell
Illusion,Mind Blast,damage,4,16,,,,,,,,,,Target enemy and cast to deal  damage.,"Circle: 4 (16 mana) | [Design] 25-42 psychic damage, silences 4s",IllusionMindBlastSpell
Illusion,Mind Control,charm,5,20,,,,20s,,,,,,Target enemy creature. Subject fights for you temporarily.,Circle: 5 (20 mana) | [Design] Control humanoid enemy for 20s,IllusionMindControlSpell
Illusion,Mind Shatter,damage,7,28,,,,,,,Confusion,,,Target enemy and cast to deal  damage.,"Circle: 7 (28 mana) | [Design] 50-85 psychic damage, permanent confusion until dispelled",IllusionMindShatterSpell
Illusion,Mind Spike,damage,1,4,,,,,,,,,,Target enemy and cast to deal  damage.,Circle: 1 (4 mana) | [Design] 5-11 psychic damage,IllusionMindSpikeSpell
Illusion,Minor Illusion,illusion,1,4,,,,,,,,,,Cast on self or target. Creates illusion or grants invisibility.,Circle: 1 (4 mana) | [Design] Create small illusory object (cosmetic),IllusionMinorIllusionSpell
Illusion,Mirror Image,utility,3,12,,,,,,,,,,Cast to activate spell effect.,Circle: 3 (12 mana) | [Design] Create 2 illusory copies (200 HP each),IllusionMirrorImageSpell
Illusion,Perfect Illusion,illusion,8,32,,,,,,,,,,Cast on self or target. Creates illusion or grants invisibility.,"Circle: 8 (32 mana) | [Design] Ultimate: All abilities cost no mana, infinite illusions, unkillable copies",IllusionPerfectIllusionSpell
Illusion,Perfect Invisibility,illusion,5,20,,,,60s,,,,,,Cast on self or target. Creates illusion or grants invisibility.,"Circle: 5 (20 mana) | [Design] Invisible for 60s, doesn't break",IllusionPerfectInvisibilitySpell
Illusion,Phantasmal Dragon,summon,7,28,,,,,,,Fear,,,Cast to summon creature. Summoned creature fights for you.,"Circle: 7 (28 mana) | [Design] Summon illusory dragon (2000 HP, fear aura, breath)",IllusionPhantasmalDragonSpell
Illusion,Phantasmal Killer,summon,4,16,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,"Circle: 4 (16 mana) | [Design] Summons nightmare, fears and damages (300 HP)",IllusionPhantasmalKillerSpell
Illusion,Phantom Bolt,damage,2,8,,,,,,,,,,Target enemy and cast to deal  damage.,Circle: 2 (8 mana) | [Design] 10-18 psychic damage,IllusionPhantomBoltSpell
Illusion,Phase Shift,utility,6,24,,,,,,,,,,Cast to activate spell effect.,"Circle: 6 (24 mana) | [Design] Become intangible (immune to physical, 20s)",IllusionPhaseShiftSpell
Illusion,Psychic Scream,aoe_damage,3,12,,,,,AoE,,Fear,,,Cast at location. All enemies in area take damage.,"Circle: 3 (12 mana) | [Design] 4 tile AoE, 15-26 psychic damage, fear 3s",IllusionPsychicScreamSpell
Illusion,Psychic Storm,dot,5,20,,,,,AoE,,Confusion,,,Apply to enemy. Target takes damage over time for the duration.,"Circle: 5 (20 mana) | [Design] Ground AoE, 8-14 psychic damage/tick, mass confusion",IllusionPsychicStormSpell
Illusion,Reality Warp,utility,7,28,,,,,,,,,,Cast to activate spell effect.,Circle: 7 (28 mana) | [Design] Swap positions of all enemies/allies (20 tiles),IllusionRealityWarpSpell
Illusion,True Invisibility,detection,7,28,,,,,,,,,,Cast to reveal hidden enemies or objects in area.,Circle: 7 (28 mana) | [Design] Invisible permanently (until you choose to reveal),IllusionTrueInvisibilitySpell
Nature Magic,Animal Aspect Speed,utility,2,6,,,,60s,,,+20 DEX,+15% movement speed,,Cast to activate spell effect.,"Animal Aspect: Speed - +20 DEX, +15% movement speed Circle: 2 (6 mana) | [Design] +20 DEX, +15% movement speed | Duration: 60 seconds",NatureAnimalAspectSpeedSpell
Nature Magic,Avatarof the Forest,shapeshift,8,50,,,,,,,Poison,,,Cast on self. Caster transforms into different form with new abilities.,"Avatar of the Forest - Become nature incarnate: Can shapeshift instantly and maintain spellcasting, all nature spells cost 50% less mana, immune to poison/fire, +40 all resists, summons 3 treant guardians Circle: 8 (50 mana)",NatureAvataroftheForestSpell
Nature Magic,Barkskin,buff,1,4,,,,30s,,,+5 Physical Resist,+5 Poison Resist,Poison,Cast on friendly target or self. Enhances stats or resistances for 30 seconds.,"Barkskin - +5 Physical Resistance, +5 Poison Resistance Circle: 1 (4 mana) | [Design] +5 Physical Resistance, +5 Poison Resistance | Duration: 30 seconds",NatureBarkskinSpell
Nature Magic,Bear Form Lesser Shapeshift,shapeshift,3,9,,,,180s,,,+30 STR,+15 Physical Resist,,Cast on self. Caster transforms into different form with new abilities.,"Bear Form (Lesser Shapeshift) - Transform into bear: +30 STR, +15 Physical Resist, melee attacks deal bonus damage, CANNOT CAST SPELLS Circle: 3 (9 mana) | [Design] Transform into bear: +30 STR, +15 Physical Resist, melee attacks deal bonus damage, CANNOT CAST SPELLS | Duration: 180 seconds",NatureBearFormLesserShapeshiftSpell
Nature Magic,Detect Life,detection,1,4,,,,60s,,,,,,Cast to reveal hidden enemies or objects in area.,"Detect Life - Reveals hidden creatures within 12 tiles, shows HP bars Circle: 1 (4 mana) | [Design] Reveals hidden creatures within 12 tiles, shows HP bars | Duration: 60 seconds",NatureDetectLifeSpell
Nature Magic,Earthquake,paralyze,5,14,20-35,physical,,,,,Stun,,,Target enemy. Subject is rooted to the ground and cannot move for the duration.,"Earthquake - Deals 20-35 physical damage, knocks down enemies (stun 2s), destroys ice walls/barriers Circle: 5 (14 mana) | [Design] Deals 20-35 physical damage, knocks down enemies (stun 2s), destroys ice walls/barriers",NatureEarthquakeSpell
Nature Magic,Entangle,paralyze,2,6,,,,5s,,,,,,Target enemy. Subject is rooted to the ground and cannot move for 5 seconds.,"Entangle - Roots target in place (cannot move, can still cast/attack) Circle: 2 (6 mana) | [Design] Roots target in place (cannot move, can still cast/attack) | Duration: 5 seconds",NatureEntangleSpell
Nature Magic,Force of Nature,shapeshift,7,40,,,,30s,,,,,,Cast on self. Caster transforms into different form with new abilities.,"Force of Nature - Shapeshifts rapidly between all forms (changes every 5s), gains all benefits simultaneously, can still cast spells Circle: 7 (40 mana) | [Design] Shapeshifts rapidly between all forms (changes every 5s), gains all benefits simultaneously, can still cast spells | Duration: 30 seconds",NatureForceofNatureSpell
Nature Magic,Greater Regeneration,heal,5,14,,,8-12,45s,,,,,,Target friendly player or self. Restores health.,Greater Regeneration - Heals 8-12 HP/tick (15 ticks = 120-180 total) Circle: 5 (14 mana) | [Design] Heals 8-12 HP/tick (15 ticks = 120-180 total) | Duration: 45 seconds,NatureGreaterRegenerationSpell
Nature Magic,Hawk Form Aerial Shapeshift,shapeshift,5,14,,,,120s,,,+40 DEX,-50% damage,,Cast on self. Caster transforms into different form with new abilities.,"Hawk Form (Aerial Shapeshift) - Transform into hawk: Can fly over obstacles, +40 DEX, -50% damage taken from ranged, weak melee, CANNOT CAST SPELLS Circle: 5 (14 mana) | [Design] Transform into hawk: Can fly over obstacles, +40 DEX, -50% damage taken from ranged, weak melee, CANNOT CAST SPELLS | Duration: 120 seconds",NatureHawkFormAerialShapeshiftSpell
Nature Magic,Healing Grove,heal,4,11,,,5-8,15s,5 tile radius,,,,,Target friendly player or self. Restores health.,Healing Grove - Allies in area heal 5-8 HP/tick Circle: 4 (11 mana) | [Design] Allies in area heal 5-8 HP/tick | Area: 5 tile radius | Duration: 15 seconds,NatureHealingGroveSpell
Nature Magic,Hydr a Form Legendary Shapeshift,shapeshift,8,50,,,,,,,+70 STR,+30 DEX,Poison,Cast on self. Caster transforms into different form with new abilities.,"Hydra Form (Legendary Shapeshift) - Transform into multi-headed hydra: +70 STR, +30 DEX, triple attack, regenerates 15 HP/tick, immune to poison, CANNOT CAST SPELLS Circle: 8 (50 mana)",NatureHydraFormLegendaryShapeshiftSpell
Nature Magic,Living Fortress,heal,6,20,,,,60s,,,+20 Physical Resist,+20 Poison Resist,Poison,Target friendly player or self. Restores health.,"Living Fortress - +20 Physical Resist, +20 Poison Resist, +15% max HP, immune to roots/slows, heals 5 HP/tick Circle: 6 (20 mana) | [Design] +20 Physical Resist, +20 Poison Resist, +15% max HP, immune to roots/slows, heals 5 HP/tick | Duration: 60 seconds",NatureLivingFortressSpell
Nature Magic,Natures Blessing,dot,3,9,,,,90s,,,+10 Poison Resist,Poison,,Apply to enemy. Target takes damage over time for 90 seconds.,"Nature's Blessing - +10% max HP, +5 HP regen/tick, +10 Poison Resist Circle: 3 (9 mana) | [Design] +10% max HP, +5 HP regen/tick, +10 Poison Resist | Duration: 90 seconds",NatureNaturesBlessingSpell
Nature Magic,Natures Touch,heal,1,4,,,8-15,,,,,,,Target friendly player or self. Restores health.,Nature's Touch - Heals 8-15 HP Circle: 1 (4 mana) | [Design] Heals 8-15 HP,NatureNaturesTouchSpell
Nature Magic,Natures Wrath,paralyze,6,20,35-55,,,,8 tile cone,,-55 damage,Poison,,Target enemy. Subject is rooted to the ground and cannot move for the duration.,"Nature's Wrath - Deals 35-55 damage (mix of poison/physical), applies poison DoT, roots all targets Circle: 6 (20 mana) | [Design] Deals 35-55 damage (mix of poison/physical), applies poison DoT, roots all targets | Area: 8 tile cone",NatureNaturesWrathSpell
Nature Magic,Plague,dot,7,40,10-15,,,20s,8 tile radius,,-15 damage,Poison,,Apply to enemy. Target takes damage over time for 20 seconds.,"Plague - Devastating poison DoT (10-15 damage/tick), spreads to nearby enemies within 3 tiles Circle: 7 (40 mana) | [Design] Devastating poison DoT (10-15 damage/tick), spreads to nearby enemies within 3 tiles | Area: 8 tile radius | Duration: 20 seconds",NaturePlagueSpell
Nature Magic,Pois on Spores,dot,2,6,3-5,poison,,,,,Poison,,,Apply to enemy. Target takes damage over time for the duration.,Poison Spores - DoT dealing 3-5 poison damage/tick (6 ticks) Circle: 2 (6 mana),NaturePoisonSporesSpell
Nature Magic,Primordial Restoration,heal,7,40,,,,15s,8 tile radius,,,,,Target friendly player or self. Restores health.,"Primordial Restoration - Massive AoE heal (80-120 HP), removes all poisons/curses, grants immunity to debuffs for 15s Circle: 7 (40 mana) | [Design] Massive AoE heal (80-120 HP), removes all poisons/curses, grants immunity to debuffs for 15s | Area: 8 tile radius",NaturePrimordialRestorationSpell
Nature Magic,Rejuvenation,heal,2,6,,,3-6,30s,,,,,,Target friendly player or self. Restores health.,Rejuvenation - Heals 3-6 HP/tick (10 ticks = 30-60 total) Circle: 2 (6 mana) | [Design] Heals 3-6 HP/tick (10 ticks = 30-60 total) | Duration: 30 seconds,NatureRejuvenationSpell
Nature Magic,Spore Cloud,dot,5,14,5-9,,,12s,6 tile radius,,-9 damage,-25% accuracy,Poison,Apply to enemy. Target takes damage over time for 12 seconds.,"Spore Cloud - Poison cloud dealing 5-9 damage/tick, reduces visibility, -25% accuracy Circle: 5 (14 mana) | [Design] Poison cloud dealing 5-9 damage/tick, reduces visibility, -25% accuracy | Area: 6 tile radius | Duration: 12 seconds",NatureSporeCloudSpell
Nature Magic,Strangling Vines,paralyze,4,11,6-10,,,8s,,,-10 damage,-20% attack speed,,Target enemy. Subject is rooted to the ground and cannot move for 8 seconds.,"Strangling Vines - Target is rooted and takes 6-10 damage/tick, -20% attack speed Circle: 4 (11 mana) | [Design] Target is rooted and takes 6-10 damage/tick, -20% attack speed | Duration: 8 seconds",NatureStranglingVinesSpell
Nature Magic,Summ on Ancient Treant,summon,7,40,,,,,AoE,,Root,,,Cast to summon creature. Summoned creature fights for you.,"Summon Ancient Treant - Summons Ancient Treant (1200 HP, powerful melee, AoE root, high resists) Circle: 7 (40 mana)",NatureSummonAncientTreantSpell
Nature Magic,Swarm,dot,6,20,6-10,,,10s,5 tile radius,,-10 damage,-40% accuracy,,Apply to enemy. Target takes damage over time for 10 seconds.,"Circle: 6 (20 mana) | [Design] Swarm of insects deals 6-10 damage/tick, -40% accuracy, interrupts spellcasting | Area: 5 tile radius | Duration: 10 seconds",NatureSwarmSpell
Nature Magic,Thorn Apocalypse,paralyze,8,50,60-100,,,5s,30 tile radius,,-100 damage,Poison,Bleed,Target enemy. Subject is rooted to the ground and cannot move for 5 seconds.,"Thorn Apocalypse - Thorns erupt from ground dealing 60-100 damage (50% poison, 50% physical), applies bleed and poison DoTs, roots all enemies for 5s Circle: 8 (50 mana) | [Design] Thorns erupt from ground dealing 60-100 damage (50% poison, 50% physical), applies bleed and poison DoTs, roots all enemies for 5s | Area: Entire screen (30 tile radius)",NatureThornApocalypseSpell
Nature Magic,Thorn Dart,damage,1,4,4-10,,,,,,-10 damage,Poison,,Target enemy and cast to deal 4-10 damage.,"Thorn Dart - Deals 4-10 damage (50% poison, 50% physical) Circle: 1 (4 mana) | [Design] Deals 4-10 damage (50% poison, 50% physical)",NatureThornDartSpell
Nature Magic,Thorn Volley,aoe_damage,3,9,12-22,,,,3 tile radius,,-22 damage,Poison,,Cast at location. All enemies in 3 tile radius take damage.,"Thorn Volley - Deals 12-22 damage to all enemies in area (50% poison, 50% physical) Circle: 3 (9 mana) | [Design] Deals 12-22 damage to all enemies in area (50% poison, 50% physical) | Area: 3 tile radius",NatureThornVolleySpell
Nature Magic,Toxic Bloom,dot,4,11,15-25,poison,,10s,4 tile radius,,Poison,,,Apply to enemy. Target takes damage over time for 10 seconds.,"Toxic Bloom - Explodes for 15-25 poison damage, applies poison DoT (5 damage/tick for 10s) Circle: 4 (11 mana) | [Design] Explodes for 15-25 poison damage, applies poison DoT (5 damage/tick for 10s) | Area: 4 tile radius",NatureToxicBloomSpell
Nature Magic,Treant Form Greater Shapeshift,shapeshift,6,20,,,,180s,AoE,,+50 STR,+30 Physical Resist,Root,Cast on self. Caster transforms into different form with new abilities.,"Treant Form (Greater Shapeshift) - Transform into treant: +50 STR, +30 Physical Resist, +25% max HP, AoE root on attacks, CANNOT CAST SPELLS Circle: 6 (20 mana) | [Design] Transform into treant: +50 STR, +30 Physical Resist, +25% max HP, AoE root on attacks, CANNOT CAST SPELLS | Duration: 180 seconds",NatureTreantFormGreaterShapeshiftSpell
Nature Magic,Wild Growth,slow,3,9,,,,20s,,,,,,Target enemy. Subject's movement and attack speed are reduced for 20 seconds.,Wild Growth - Creates thick vegetation that blocks line of sight and slows enemies 30% Circle: 3 (9 mana) | [Design] Creates thick vegetation that blocks line of sight and slows enemies 30% | Area: 4x4 tiles | Duration: 20 seconds,NatureWildGrowthSpell
Nature Magic,Wolf Form Advanced Shapeshift,shapeshift,4,11,,,,180s,,,+25 DEX,+30% movement speed,+15% attack speed,Cast on self. Caster transforms into different form with new abilities.,"Wolf Form (Advanced Shapeshift) - Transform into wolf: +25 DEX, +30% movement speed, +15% attack speed, bleed attacks, CANNOT CAST SPELLS Circle: 4 (11 mana) | [Design] Transform into wolf: +25 DEX, +30% movement speed, +15% attack speed, bleed attacks, CANNOT CAST SPELLS | Duration: 180 seconds",NatureWolfFormAdvancedShapeshiftSpell
Nature Magic,World Trees Embrace,slow,8,50,8-15,,,45s,,,-15 damage,,,Target enemy. Subject's movement and attack speed are reduced for 45 seconds.,"World Tree's Embrace - Massive tree grows from caster: Allies gain +50% HP, 10 HP/tick regen, all resists +25. Enemies take 8-15 damage/tick and are slowed 75% Circle: 8 (50 mana) | [Design] Massive tree grows from caster: Allies gain +50% HP, 10 HP/tick regen, all resists +25. Enemies take 8-15 damage/tick and are slowed 75% | Duration: 45 seconds",NatureWorldTreesEmbraceSpell
Necromancy,mancy Animate Bone,summon,1,4,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Animate Bone - Animate Bone Circle: 1 (4 mana),NecromancyAnimateBoneSpell
Necromancy,mancy Apocalypse of Death,utility,8,32,,,,,,,,,,Cast to activate spell effect.,Apocalypse of Death - Apocalypse of Death Circle: 8 (32 mana),NecromancyApocalypseofDeathSpell
Necromancy,mancy Archlich Ascension,utility,8,32,,,,,,,,,,Cast to activate spell effect.,Archlich Ascension - Archlich Ascension Circle: 8 (32 mana),NecromancyArchlichAscensionSpell
Necromancy,mancy Armyof the Dead,utility,7,28,,,,,,,,,,Cast to activate spell effect.,Army of the Dead - Army of the Dead Circle: 7 (28 mana),NecromancyArmyoftheDeadSpell
Necromancy,mancy Bone Armor,buff,3,12,,,,,,,,,,Cast on friendly target or self. Enhances stats or resistances for the duration.,Bone Armor - Bone Armor Circle: 3 (12 mana),NecromancyBoneArmorSpell
Necromancy,mancy Bone Prison,utility,7,28,,,,,,,,,,Cast to activate spell effect.,Bone Prison - Bone Prison Circle: 7 (28 mana),NecromancyBonePrisonSpell
Necromancy,mancy Bone Shard,utility,2,8,,,,,,,,,,Cast to activate spell effect.,Bone Shard - Bone Shard Circle: 2 (8 mana),NecromancyBoneShardSpell
Necromancy,mancy Bone Wall,utility,5,20,,,,,,,,,,Cast to activate spell effect.,Bone Wall - Bone Wall Circle: 5 (20 mana),NecromancyBoneWallSpell
Necromancy,mancy Corpse Explosion,utility,4,16,,,,,,,,,,Cast to activate spell effect.,Corpse Explosion - Corpse Explosion Circle: 4 (16 mana),NecromancyCorpseExplosionSpell
Necromancy,mancy Death Bolt,utility,1,4,,,,,,,,,,Cast to activate spell effect.,Death Bolt - Death Bolt Circle: 1 (4 mana),NecromancyDeathBoltSpell
Necromancy,mancy Death Coil,utility,3,12,,,,,,,,,,Cast to activate spell effect.,Death Coil - Death Coil Circle: 3 (12 mana),NecromancyDeathCoilSpell
Necromancy,mancy Death Grip,utility,4,16,,,,,,,,,,Cast to activate spell effect.,Death Grip - Death Grip Circle: 4 (16 mana),NecromancyDeathGripSpell
Necromancy,mancy Death Knights,utility,6,24,,,,,,,,,,Cast to activate spell effect.,Death Knights - Death Knights Circle: 6 (24 mana),NecromancyDeathKnightsSpell
Necromancy,mancy Death Wave,utility,7,28,,,,,,,,,,Cast to activate spell effect.,Death Wave - Death Wave Circle: 7 (28 mana),NecromancyDeathWaveSpell
Necromancy,mancy Deathand Decay,utility,5,20,,,,,,,,,,Cast to activate spell effect.,Death and Decay - Death and Decay Circle: 5 (20 mana),NecromancyDeathandDecaySpell
Necromancy,mancy Deaths Door,utility,8,32,,,,,,,,,,Cast to activate spell effect.,Death's Door - Death's Door Circle: 8 (32 mana),NecromancyDeathsDoorSpell
Necromancy,mancy Deathsight,utility,1,4,,,,,,,,,,Cast to activate spell effect.,Deathsight - Deathsight Circle: 1 (4 mana),NecromancyDeathsightSpell
Necromancy,mancy Decay,utility,2,8,,,,,,,,,,Cast to activate spell effect.,Decay - Decay Circle: 2 (8 mana),NecromancyDecaySpell
Necromancy,mancy Demi Lich Transformation,shapeshift,7,28,,,,,,,,,,Cast on self. Caster transforms into different form with new abilities.,Demi-Lich Transformation - Demi-Lich Transformation Circle: 7 (28 mana),NecromancyDemiLichTransformationSpell
Necromancy,mancy Lich Form,shapeshift,6,24,,,,,,,,,,Cast on self. Caster transforms into different form with new abilities.,Lich Form - Lich Form Circle: 6 (24 mana),NecromancyLichFormSpell
Necromancy,mancy Life Siphon,utility,1,4,,,,,,,,,,Cast to activate spell effect.,Life Siphon - Life Siphon Circle: 1 (4 mana),NecromancyLifeSiphonSpell
Necromancy,mancy Mass Raise,utility,3,12,,,,,,,,,,Cast to activate spell effect.,Mass Raise - Mass Raise Circle: 3 (12 mana),NecromancyMassRaiseSpell
Necromancy,mancy Plague Cloud,utility,6,24,,,,,,,,,,Cast to activate spell effect.,Plague Cloud - Plague Cloud Circle: 6 (24 mana),NecromancyPlagueCloudSpell
Necromancy,mancy Raise Bone Golem,utility,5,20,,,,,,,,,,Cast to activate spell effect.,Raise Bone Golem - Raise Bone Golem Circle: 5 (20 mana),NecromancyRaiseBoneGolemSpell
Necromancy,mancy Raise Zombie,utility,2,8,,,,,,,,,,Cast to activate spell effect.,Raise Zombie - Raise Zombie Circle: 2 (8 mana),NecromancyRaiseZombieSpell
Necromancy,mancy Skeletal Mage,utility,4,16,,,,,,,,,,Cast to activate spell effect.,Skeletal Mage - Skeletal Mage Circle: 4 (16 mana),NecromancySkeletalMageSpell
Necromancy,mancy Soul Harvest,utility,3,12,,,,,,,,,,Cast to activate spell effect.,Soul Harvest - Soul Harvest Circle: 3 (12 mana),NecromancySoulHarvestSpell
Necromancy,mancy Soul Link,utility,5,20,,,,,,,,,,Cast to activate spell effect.,Soul Link - Soul Link Circle: 5 (20 mana),NecromancySoulLinkSpell
Necromancy,mancy Soul Shield,utility,2,8,,,,,,,,,,Cast to activate spell effect.,Soul Shield - Soul Shield Circle: 2 (8 mana),NecromancySoulShieldSpell
Necromancy,mancy Summ on Undead Dragon,summon,8,32,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Undead Dragon - Summon Undead Dragon Circle: 8 (32 mana),NecromancySummonUndeadDragonSpell
Necromancy,mancy Unholy Frenzy,utility,6,24,,,,,,,,,,Cast to activate spell effect.,Unholy Frenzy - Unholy Frenzy Circle: 6 (24 mana),NecromancyUnholyFrenzySpell
Necromancy,mancy Vampiric Touch,utility,4,16,,,,,,,,,,Cast to activate spell effect.,Vampiric Touch - Vampiric Touch Circle: 4 (16 mana),NecromancyVampiricTouchSpell
Shamanic,Ancestors Blessing,resurrect,7,28,,,,,,,,,,Target dead player. Brings them back to life.,Ancestor's Blessing - Ancestor's Blessing Circle: 7 (28 mana) | [Design] Resurrect fallen ally at full HP/mana,ShamanicAncestorsBlessingSpell
Shamanic,Ancestral Spirit,utility,5,20,,,,,,,,,,Cast to activate spell effect.,"Circle: 5 (20 mana) | [Design] Become spirit: +30% dodge, phase through walls (30s)",ShamanicAncestralSpiritSpell
Shamanic,Apocalyptic Cha in Lightning,utility,8,32,,,,,,,,,,Cast to activate spell effect.,Apocalyptic Chain Lightning - Apocalyptic Chain Lightning Circle: 8 (32 mana),ShamanicApocalypticChainLightningSpell
Shamanic,Ascendance,damage,7,28,,,,,,,,,,Target enemy and cast to deal  damage.,"Circle: 7 (28 mana) | [Design] Become air: Flying, +50% lightning damage, immune to melee",ShamanicAscendanceSpell
Shamanic,Cha in Heal,heal,4,16,,,,,,,,,,Target friendly player or self. Restores health.,Chain Heal - Chain Heal Circle: 4 (16 mana),ShamanicChainHealSpell
Shamanic,Cha in Lightning,utility,2,8,,,,,,,,,,Cast to activate spell effect.,Chain Lightning - Chain Lightning Circle: 2 (8 mana),ShamanicChainLightningSpell
Shamanic,Earth Elemental,summon,5,20,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 5 (20 mana) | [Design] Summon earth elemental tank (1000 HP),ShamanicEarthElementalSpell
Shamanic,Earth Shield,heal,3,12,,,,,,,,,,Target friendly player or self. Restores health.,"Circle: 3 (12 mana) | [Design] Shield absorbs 60 damage, regenerates 10/tick",ShamanicEarthShieldSpell
Shamanic,Elemental Fury,shapeshift,6,24,,,,,,,,,,Cast on self. Caster transforms into different form with new abilities.,Circle: 6 (24 mana) | [Design] Transform: Cast spells while meleeing (45s),ShamanicElementalFurySpell
Shamanic,Fire Totem,damage,2,8,5-10,fire,,,,,,,,Target enemy and cast to deal 5-10 damage.,Circle: 2 (8 mana) | [Design] Totem: Auto-attacks enemies for 5-10 fire damage,ShamanicFireTotemSpell
Shamanic,Flame Shock,dot,4,16,,,,,,,,,,Apply to enemy. Target takes damage over time for the duration.,"Circle: 4 (16 mana) | [Design] DoT 6-10 fire/tick, enables Lava Burst",ShamanicFlameShockSpell
Shamanic,Four Totems,utility,7,28,,,,,,,,,,Cast to activate spell effect.,"Circle: 7 (28 mana) | [Design] Instantly place 4 totems (Fire, Earth, Water, Air)",ShamanicFourTotemsSpell
Shamanic,Ghost Wolf Form,shapeshift,1,4,,,,,,,+20 DEX,,,Cast on self. Caster transforms into different form with new abilities.,"Circle: 1 (4 mana) | [Design] Transform: +20 DEX, +25% speed (60s)",ShamanicGhostWolfFormSpell
Shamanic,Healing Stream,summon,1,4,,,3-5/tick,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 1 (4 mana) | [Design] Summon: Heals allies 3-5 HP/tick,ShamanicHealingStreamSpell
Shamanic,Lav a Burst,utility,4,16,,,,,,,,,,Cast to activate spell effect.,Lava Burst - Lava Burst Circle: 4 (16 mana),ShamanicLavaBurstSpell
